ChoiceID,RespondentID,Referendum,HUC8BCG,HUC4BCG_base,HUC4BCG_scenario1,HUC4BCG_scenario2,MediumBCG_base,MediumBCG_scenario1,MediumBCG_scenario2,HUC4BCG_base_NL,HUC4BCG_scenario2_NL,MediumBCG_base_NL,MediumBCG_scenario2_NL,Cost_0,Cost_1,WQ_HUC8_0,WQ_HUC8_1,WQ_HUC4_0,WQ_HUC4_1,WQ_Medium_0,WQ_Medium_1,WQ_Large_0,WQ_Large_1,WQ_HUC4_NL_0,WQ_HUC4_NL_1,WQ_Medium_NL_0,WQ_Medium_NL_1,ASC_PercentInstate_0,ASC_PercentInstate_1,ASC_PercentInstate_NL_0,ASC_PercentInstate_NL_1,choice,ASC_0,ASC_1
11463,578,3,4,3.82,2,3,3.56,2,3,4.53,3,3.99,3,0,750,4,3,3.82,3,0,0,0,0,0,0,0,0,0,53.583557,0,0,0,0,1
11464,578,4,4,3.82,2,3,3.56,2,3,4.53,3,3.99,3,0,350,4,4,3.82,3.55,0,0,0,0,0,0,0,0,0,53.583557,0,0,0,0,1
11477,578,17,4,3.82,2,3,3.56,2,3,4.53,3,3.99,3,0,750,0,0,0,0,0,0,0,0,0,0,3.99,2.99,0,0,0,0,0,0,1
11478,578,18,4,3.82,2,3,3.56,2,3,4.53,3,3.99,3,0,100,0,0,0,0,0,0,0,0,0,0,3.99,2,0,0,0,0,0,0,1
11479,578,19,4,3.82,2,3,3.56,2,3,4.53,3,3.99,3,0,250,0,0,0,0,0,0,0,0,0,0,3.99,3,0,0,0,0,0,0,1
11480,578,20,4,3.82,2,3,3.56,2,3,4.53,3,3.99,3,0,200,0,0,0,0,0,0,0,0,0,0,3.99,3.72,0,0,0,0,0,0,1
11482,579,2,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,50,5,2,3.99,2,0,0,0,0,0,0,0,0,0,72.61079,0,0,1,0,1
11483,579,3,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,50,5,3,3.99,3,0,0,0,0,0,0,0,0,0,72.61079,0,0,1,0,1
11486,579,6,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,250,5,2,0,0,3.87,2,0,0,0,0,0,0,0,72.61079,0,0,1,0,1
11487,579,7,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,150,5,3,0,0,3.87,2.98,0,0,0,0,0,0,0,72.61079,0,0,0,0,1
11490,579,10,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,200,5,2,0,0,0,0,3.52,2,0,0,0,0,0,72.61079,0,0,1,0,1
11491,579,11,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,200,5,3,0,0,0,0,3.52,2.94,0,0,0,0,0,72.61079,0,0,0,0,1
11494,579,14,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,350,0,0,0,0,0,0,0,0,3.13,2,0,0,0,0,0,0,0,0,1
11495,579,15,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,50,0,0,0,0,0,0,0,0,3.13,2.88,0,0,0,0,0,0,1,0,1
11498,579,18,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,200,0,0,0,0,0,0,0,0,0,0,3.22,2,0,0,0,0,1,0,1
11499,579,19,5,3.99,2,3,3.87,2,2.98,3.13,2.88,3.22,2.94,0,750,0,0,0,0,0,0,0,0,0,0,3.22,2.94,0,0,0,0,0,0,1
11501,580,1,4,3.13,2,2.88,3.22,2,2.94,4.01,3,3.77,3,0,150,4,3,3.13,2.13,0,0,0,0,0,0,0,0,0,40.292557,0,0,1,0,1
11502,580,2,4,3.13,2,2.88,3.22,2,2.94,4.01,3,3.77,3,0,50,4,2,3.13,2,0,0,0,0,0,0,0,0,0,40.292557,0,0,1,0,1
11503,580,3,4,3.13,2,2.88,3.22,2,2.94,4.01,3,3.77,3,0,200,4,3,3.13,2.88,0,0,0,0,0,0,0,0,0,40.292557,0,0,1,0,1
11504,580,4,4,3.13,2,2.88,3.22,2,2.94,4.01,3,3.77,3,0,150,4,4,3.13,2.51,0,0,0,0,0,0,0,0,0,40.292557,0,0,1,0,1
11509,580,9,4,3.13,2,2.88,3.22,2,2.94,4.01,3,3.77,3,0,350,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,40.292557,0,0,0,0,1
11510,580,10,4,3.13,2,2.88,3.22,2,2.94,4.01,3,3.77,3,0,50,4,2,0,0,0,0,3.52,2,0,0,0,0,0,40.292557,0,0,1,0,1
11511,580,11,4,3.13,2,2.88,3.22,2,2.94,4.01,3,3.77,3,0,100,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,40.292557,0,0,1,0,1
11512,580,12,4,3.13,2,2.88,3.22,2,2.94,4.01,3,3.77,3,0,20,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,40.292557,0,0,0,0,1
11524,581,4,3,3,2,3,3.1,2,2.96,4.01,3,3.77,3,0,200,3,2,3,2,0,0,0,0,0,0,0,0,0,73.41883,0,0,1,0,1
11527,581,7,3,3,2,3,3.1,2,2.96,4.01,3,3.77,3,0,75,3,3,0,0,3.1,2.96,0,0,0,0,0,0,0,73.41883,0,0,1,0,1
11528,581,8,3,3,2,3,3.1,2,2.96,4.01,3,3.77,3,0,350,3,2,0,0,3.1,2.28,0,0,0,0,0,0,0,73.41883,0,0,1,0,1
11531,581,11,3,3,2,3,3.1,2,2.96,4.01,3,3.77,3,0,350,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,73.41883,0,0,0,0,1
11532,581,12,3,3,2,3,3.1,2,2.96,4.01,3,3.77,3,0,250,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,73.41883,0,0,0,0,1
11535,581,15,3,3,2,3,3.1,2,2.96,4.01,3,3.77,3,0,250,0,0,0,0,0,0,0,0,4.01,3,0,0,0,0,0,0,1,0,1
11536,581,16,3,3,2,3,3.1,2,2.96,4.01,3,3.77,3,0,20,0,0,0,0,0,0,0,0,4.01,3.93,0,0,0,0,0,0,1,0,1
11539,581,19,3,3,2,3,3.1,2,2.96,4.01,3,3.77,3,0,50,0,0,0,0,0,0,0,0,0,0,3.77,3,0,0,0,0,1,0,1
11540,581,20,3,3,2,3,3.1,2,2.96,4.01,3,3.77,3,0,50,0,0,0,0,0,0,0,0,0,0,3.77,3.5,0,0,0,0,1,0,1
11549,582,9,3,3.82,2,3,3.56,2,3,3.48,3,3.21,2.85,0,250,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,53.583557,0,0,0,0,1
11550,582,10,3,3.82,2,3,3.56,2,3,3.48,3,3.21,2.85,0,150,3,2,0,0,0,0,3.52,2,0,0,0,0,0,53.583557,0,0,1,0,1
11551,582,11,3,3.82,2,3,3.56,2,3,3.48,3,3.21,2.85,0,20,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,53.583557,0,0,1,0,1
11552,582,12,3,3.82,2,3,3.56,2,3,3.48,3,3.21,2.85,0,100,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,53.583557,0,0,0,0,1
11553,582,13,3,3.82,2,3,3.56,2,3,3.48,3,3.21,2.85,0,75,0,0,0,0,0,0,0,0,3.48,2.48,0,0,0,0,0,0,1,0,1
11554,582,14,3,3.82,2,3,3.56,2,3,3.48,3,3.21,2.85,0,150,0,0,0,0,0,0,0,0,3.48,2,0,0,0,0,0,0,1,0,1
11555,582,15,3,3.82,2,3,3.56,2,3,3.48,3,3.21,2.85,0,250,0,0,0,0,0,0,0,0,3.48,3,0,0,0,0,0,0,0,0,1
11556,582,16,3,3.82,2,3,3.56,2,3,3.48,3,3.21,2.85,0,500,0,0,0,0,0,0,0,0,3.48,2.97,0,0,0,0,0,0,0,0,1
11561,583,1,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,250,4,3,3.82,2.82,0,0,0,0,0,0,0,0,0,53.583557,0,0,1,0,1
11562,583,2,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,500,4,2,3.82,2,0,0,0,0,0,0,0,0,0,53.583557,0,0,1,0,1
11563,583,3,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,350,4,3,3.82,3,0,0,0,0,0,0,0,0,0,53.583557,0,0,0,0,1
11564,583,4,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,75,4,4,3.82,3.55,0,0,0,0,0,0,0,0,0,53.583557,0,0,1,0,1
11573,583,13,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,50,0,0,0,0,0,0,0,0,3.55,2.55,0,0,0,0,0,0,1,0,1
11574,583,14,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,250,0,0,0,0,0,0,0,0,3.55,2,0,0,0,0,0,0,1,0,1
11575,583,15,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,75,0,0,0,0,0,0,0,0,3.55,3,0,0,0,0,0,0,1,0,1
11576,583,16,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,50,0,0,0,0,0,0,0,0,3.55,3.11,0,0,0,0,0,0,1,0,1
11581,584,1,3,3,2,3,3.1,2,2.96,2.82,2.63,3.13,2.86,0,100,3,2,3,2,0,0,0,0,0,0,0,0,0,99.99991,0,0,1,0,1
11585,584,5,3,3,2,3,3.1,2,2.96,2.82,2.63,3.13,2.86,0,750,3,2,0,0,3.1,2.1,0,0,0,0,0,0,0,99.99991,0,0,0,0,1
11587,584,7,3,3,2,3,3.1,2,2.96,2.82,2.63,3.13,2.86,0,250,3,3,0,0,3.1,2.96,0,0,0,0,0,0,0,99.99991,0,0,0,0,1
11589,584,9,3,3,2,3,3.1,2,2.96,2.82,2.63,3.13,2.86,0,150,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,99.99991,0,0,1,0,1
11591,584,11,3,3,2,3,3.1,2,2.96,2.82,2.63,3.13,2.86,0,150,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,99.99991,0,0,1,0,1
11593,584,13,3,3,2,3,3.1,2,2.96,2.82,2.63,3.13,2.86,0,750,0,0,0,0,0,0,0,0,2.82,1.82,0,0,0,0,0,0,0,0,1
11595,584,15,3,3,2,3,3.1,2,2.96,2.82,2.63,3.13,2.86,0,20,0,0,0,0,0,0,0,0,2.82,2.63,0,0,0,0,0,0,1,0,1
11597,584,17,3,3,2,3,3.1,2,2.96,2.82,2.63,3.13,2.86,0,350,0,0,0,0,0,0,0,0,0,0,3.13,2.13,0,0,0,0,1,0,1
11599,584,19,3,3,2,3,3.1,2,2.96,2.82,2.63,3.13,2.86,0,350,0,0,0,0,0,0,0,0,0,0,3.13,2.86,0,0,0,0,0,0,1
11601,585,1,3,2.93,2,2.75,3.21,2,2.85,4.01,3,3.77,3,0,50,3,2,2.93,1.93,0,0,0,0,0,0,0,0,0,27.943369,0,0,1,0,1
11602,585,2,3,2.93,2,2.75,3.21,2,2.85,4.01,3,3.77,3,0,200,3,2,2.93,2,0,0,0,0,0,0,0,0,0,27.943369,0,0,0,0,1
11603,585,3,3,2.93,2,2.75,3.21,2,2.85,4.01,3,3.77,3,0,75,3,3,2.93,2.75,0,0,0,0,0,0,0,0,0,27.943369,0,0,1,0,1
11604,585,4,3,2.93,2,2.75,3.21,2,2.85,4.01,3,3.77,3,0,250,3,2,2.93,2.36,0,0,0,0,0,0,0,0,0,27.943369,0,0,0,0,1
11609,585,9,3,2.93,2,2.75,3.21,2,2.85,4.01,3,3.77,3,0,75,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,27.943369,0,0,1,0,1
11610,585,10,3,2.93,2,2.75,3.21,2,2.85,4.01,3,3.77,3,0,100,3,2,0,0,0,0,3.52,2,0,0,0,0,0,27.943369,0,0,0,0,1
11611,585,11,3,2.93,2,2.75,3.21,2,2.85,4.01,3,3.77,3,0,750,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,27.943369,0,0,0,0,1
11612,585,12,3,2.93,2,2.75,3.21,2,2.85,4.01,3,3.77,3,0,200,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,27.943369,0,0,1,0,1
11623,586,3,5,3.96,2,3,3.87,2,2.98,3,3,3.1,2.96,0,350,5,3,3.96,3,0,0,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
11624,586,4,5,3.96,2,3,3.87,2,2.98,3,3,3.1,2.96,0,100,5,5,3.96,3.86,0,0,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
11627,586,7,5,3.96,2,3,3.87,2,2.98,3,3,3.1,2.96,0,350,5,3,0,0,3.87,2.98,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
11628,586,8,5,3.96,2,3,3.87,2,2.98,3,3,3.1,2.96,0,250,5,5,0,0,3.87,3.73,0,0,0,0,0,0,0,62.063095,0,0,0,0,1
11631,586,11,5,3.96,2,3,3.87,2,2.98,3,3,3.1,2.96,0,100,5,3,0,0,0,0,3.52,2.94,0,0,0,0,0,62.063095,0,0,0,0,1
11632,586,12,5,3.96,2,3,3.87,2,2.98,3,3,3.1,2.96,0,350,5,5,0,0,0,0,3.52,3.11,0,0,0,0,0,62.063095,0,0,0,0,1
11636,586,16,5,3.96,2,3,3.87,2,2.98,3,3,3.1,2.96,0,150,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
11639,586,19,5,3.96,2,3,3.87,2,2.98,3,3,3.1,2.96,0,250,0,0,0,0,0,0,0,0,0,0,3.1,2.96,0,0,0,0,0,0,1
11640,586,20,5,3.96,2,3,3.87,2,2.98,3,3,3.1,2.96,0,500,0,0,0,0,0,0,0,0,0,0,3.1,2.28,0,0,0,0,0,0,1
11649,587,9,3,3.45,2,3,3.1,2,2.96,4.01,3,3.77,3,0,350,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,57.43339,0,0,1,0,1
11650,587,10,3,3.45,2,3,3.1,2,2.96,4.01,3,3.77,3,0,100,3,2,0,0,0,0,3.52,2,0,0,0,0,0,57.43339,0,0,1,0,1
11651,587,11,3,3.45,2,3,3.1,2,2.96,4.01,3,3.77,3,0,50,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,57.43339,0,0,0,0,1
11652,587,12,3,3.45,2,3,3.1,2,2.96,4.01,3,3.77,3,0,500,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,57.43339,0,0,0,0,1
11657,587,17,3,3.45,2,3,3.1,2,2.96,4.01,3,3.77,3,0,750,0,0,0,0,0,0,0,0,0,0,3.77,2.77,0,0,0,0,1,0,1
11658,587,18,3,3.45,2,3,3.1,2,2.96,4.01,3,3.77,3,0,200,0,0,0,0,0,0,0,0,0,0,3.77,2,0,0,0,0,1,0,1
11659,587,19,3,3.45,2,3,3.1,2,2.96,4.01,3,3.77,3,0,200,0,0,0,0,0,0,0,0,0,0,3.77,3,0,0,0,0,1,0,1
11660,587,20,3,3.45,2,3,3.1,2,2.96,4.01,3,3.77,3,0,750,0,0,0,0,0,0,0,0,0,0,3.77,3.5,0,0,0,0,0,0,1
11661,588,1,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,250,3,2,3,2,0,0,0,0,0,0,0,0,0,73.41883,0,0,0,0,1
11662,588,2,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,200,3,2,3,2,0,0,0,0,0,0,0,0,0,73.41883,0,0,0,0,1
11664,588,4,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,100,3,2,3,2,0,0,0,0,0,0,0,0,0,73.41883,0,0,0,0,1
11677,588,17,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,750,0,0,0,0,0,0,0,0,0,0,3.31,2.31,0,0,0,0,0,0,1
11678,588,18,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,750,0,0,0,0,0,0,0,0,0,0,3.31,2,0,0,0,0,0,0,1
11679,588,19,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,500,0,0,0,0,0,0,0,0,0,0,3.31,3,0,0,0,0,0,0,1
11680,588,20,3,3,2,3,3.1,2,2.96,3.33,3,3.31,3,0,50,0,0,0,0,0,0,0,0,0,0,3.31,2.61,0,0,0,0,0,0,1
11682,589,2,4,4,2,3,3.63,2,2.92,3,3,3.1,2.96,0,150,4,2,4,2,0,0,0,0,0,0,0,0,0,51.242943,0,0,1,0,1
11686,589,6,4,4,2,3,3.63,2,2.92,3,3,3.1,2.96,0,150,4,2,0,0,3.63,2,0,0,0,0,0,0,0,51.242943,0,0,1,0,1
11688,589,8,4,4,2,3,3.63,2,2.92,3,3,3.1,2.96,0,200,4,4,0,0,3.63,3.42,0,0,0,0,0,0,0,51.242943,0,0,0,0,1
11690,589,10,4,4,2,3,3.63,2,2.92,3,3,3.1,2.96,0,50,4,2,0,0,0,0,3.52,2,0,0,0,0,0,51.242943,0,0,1,0,1
11692,589,12,4,4,2,3,3.63,2,2.92,3,3,3.1,2.96,0,20,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,51.242943,0,0,1,0,1
11694,589,14,4,4,2,3,3.63,2,2.92,3,3,3.1,2.96,0,20,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,1
11696,589,16,4,4,2,3,3.63,2,2.92,3,3,3.1,2.96,0,750,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
11698,589,18,4,4,2,3,3.63,2,2.92,3,3,3.1,2.96,0,500,0,0,0,0,0,0,0,0,0,0,3.1,2,0,0,0,0,0,0,1
11700,589,20,4,4,2,3,3.63,2,2.92,3,3,3.1,2.96,0,350,0,0,0,0,0,0,0,0,0,0,3.1,2.28,0,0,0,0,0,0,1
11701,590,1,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,150,3,2,3,2,0,0,0,0,0,0,0,0,0,99.99991,0,0,1,0,1
11702,590,2,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,250,3,2,3,2,0,0,0,0,0,0,0,0,0,99.99991,0,0,1,0,1
11705,590,5,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,500,3,2,0,0,3.1,2.1,0,0,0,0,0,0,0,99.99991,0,0,0,0,1
11706,590,6,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,75,3,2,0,0,3.1,2,0,0,0,0,0,0,0,99.99991,0,0,1,0,1
11709,590,9,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,20,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,99.99991,0,0,1,0,1
11710,590,10,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,75,3,2,0,0,0,0,3.52,2,0,0,0,0,0,99.99991,0,0,1,0,1
11713,590,13,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,500,0,0,0,0,0,0,0,0,3.09,2.09,0,0,0,0,0,0,0,0,1
11714,590,14,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,750,0,0,0,0,0,0,0,0,3.09,2,0,0,0,0,0,0,0,0,1
11717,590,17,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,150,0,0,0,0,0,0,0,0,0,0,3.22,2.22,0,0,0,0,1,0,1
11718,590,18,3,3,2,3,3.1,2,2.96,3.09,3,3.22,2.94,0,750,0,0,0,0,0,0,0,0,0,0,3.22,2,0,0,0,0,0,0,1
11725,591,5,3,3.15,2,2.82,3.63,2,2.92,4.53,3,3.99,3,0,350,3,2,0,0,3.63,2.63,0,0,0,0,0,0,0,18.828478,0,0,1,0,1
11726,591,6,3,3.15,2,2.82,3.63,2,2.92,4.53,3,3.99,3,0,500,3,2,0,0,3.63,2,0,0,0,0,0,0,0,18.828478,0,0,1,0,1
11727,591,7,3,3.15,2,2.82,3.63,2,2.92,4.53,3,3.99,3,0,50,3,3,0,0,3.63,2.92,0,0,0,0,0,0,0,18.828478,0,0,0,0,1
11728,591,8,3,3.15,2,2.82,3.63,2,2.92,4.53,3,3.99,3,0,20,3,2,0,0,3.63,3.42,0,0,0,0,0,0,0,18.828478,0,0,1,0,1
11729,591,9,3,3.15,2,2.82,3.63,2,2.92,4.53,3,3.99,3,0,150,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,18.828478,0,0,1,0,1
11730,591,10,3,3.15,2,2.82,3.63,2,2.92,4.53,3,3.99,3,0,20,3,2,0,0,0,0,3.52,2,0,0,0,0,0,18.828478,0,0,1,0,1
11731,591,11,3,3.15,2,2.82,3.63,2,2.92,4.53,3,3.99,3,0,250,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,18.828478,0,0,1,0,1
11732,591,12,3,3.15,2,2.82,3.63,2,2.92,4.53,3,3.99,3,0,250,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,18.828478,0,0,0,0,1
11741,592,1,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,250,3,2,3.45,2.45,0,0,0,0,0,0,0,0,0,57.43339,0,0,1,0,1
11742,592,2,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,350,3,2,3.45,2,0,0,0,0,0,0,0,0,0,57.43339,0,0,1,0,1
11743,592,3,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,20,3,3,3.45,3,0,0,0,0,0,0,0,0,0,57.43339,0,0,0,0,1
11744,592,4,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,500,3,2,3.45,2.91,0,0,0,0,0,0,0,0,0,57.43339,0,0,0,0,1
11757,592,17,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,350,0,0,0,0,0,0,0,0,0,0,3.56,2.56,0,0,0,0,1,0,1
11758,592,18,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,100,0,0,0,0,0,0,0,0,0,0,3.56,2,0,0,0,0,1,0,1
11759,592,19,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,150,0,0,0,0,0,0,0,0,0,0,3.56,3,0,0,0,0,0,0,1
11760,592,20,3,3.45,2,3,3.1,2,2.96,3.82,3,3.56,3,0,100,0,0,0,0,0,0,0,0,0,0,3.56,3.08,0,0,0,0,1,0,1
11761,593,1,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,350,4,3,3.58,2.58,0,0,0,0,0,0,0,0,0,40.85971,0,0,0,0,1
11762,593,2,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,200,4,2,3.58,2,0,0,0,0,0,0,0,0,0,40.85971,0,0,0,0,1
11765,593,5,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,100,4,3,0,0,3.87,2.87,0,0,0,0,0,0,0,40.85971,0,0,0,0,1
11766,593,6,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,100,4,2,0,0,3.87,2,0,0,0,0,0,0,0,40.85971,0,0,1,0,1
11769,593,9,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,200,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,40.85971,0,0,0,0,1
11770,593,10,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,750,4,2,0,0,0,0,3.52,2,0,0,0,0,0,40.85971,0,0,0,0,1
11773,593,13,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,500,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
11774,593,14,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,200,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
11777,593,17,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,500,0,0,0,0,0,0,0,0,0,0,3.1,2.1,0,0,0,0,0,0,1
11778,593,18,4,3.58,2,2.93,3.87,2,2.98,3,3,3.1,2.96,0,150,0,0,0,0,0,0,0,0,0,0,3.1,2,0,0,0,0,0,0,1
11781,594,1,4,2.93,2,2.75,3.21,2,2.85,3.47,3,3.56,3,0,50,4,3,2.93,1.93,0,0,0,0,0,0,0,0,0,53.66411,0,0,1,0,1
11782,594,2,4,2.93,2,2.75,3.21,2,2.85,3.47,3,3.56,3,0,50,4,2,2.93,2,0,0,0,0,0,0,0,0,0,53.66411,0,0,1,0,1
11783,594,3,4,2.93,2,2.75,3.21,2,2.85,3.47,3,3.56,3,0,100,4,3,2.93,2.75,0,0,0,0,0,0,0,0,0,53.66411,0,0,1,0,1
11784,594,4,4,2.93,2,2.75,3.21,2,2.85,3.47,3,3.56,3,0,350,4,4,2.93,2.36,0,0,0,0,0,0,0,0,0,53.66411,0,0,0,0,1
11797,594,17,4,2.93,2,2.75,3.21,2,2.85,3.47,3,3.56,3,0,350,0,0,0,0,0,0,0,0,0,0,3.56,2.56,0,0,0,0,1,0,1
11798,594,18,4,2.93,2,2.75,3.21,2,2.85,3.47,3,3.56,3,0,350,0,0,0,0,0,0,0,0,0,0,3.56,2,0,0,0,0,1,0,1
11799,594,19,4,2.93,2,2.75,3.21,2,2.85,3.47,3,3.56,3,0,500,0,0,0,0,0,0,0,0,0,0,3.56,3,0,0,0,0,1,0,1
11800,594,20,4,2.93,2,2.75,3.21,2,2.85,3.47,3,3.56,3,0,50,0,0,0,0,0,0,0,0,0,0,3.56,3.08,0,0,0,0,0,0,1
11805,595,5,3,3.13,2,2.88,3.22,2,2.94,3.82,3,3.56,3,0,75,3,2,0,0,3.22,2.22,0,0,0,0,0,0,0,59.706413,0,0,1,0,1
11806,595,6,3,3.13,2,2.88,3.22,2,2.94,3.82,3,3.56,3,0,250,3,2,0,0,3.22,2,0,0,0,0,0,0,0,59.706413,0,0,1,0,1
11807,595,7,3,3.13,2,2.88,3.22,2,2.94,3.82,3,3.56,3,0,100,3,3,0,0,3.22,2.94,0,0,0,0,0,0,0,59.706413,0,0,1,0,1
11808,595,8,3,3.13,2,2.88,3.22,2,2.94,3.82,3,3.56,3,0,50,3,2,0,0,3.22,2.56,0,0,0,0,0,0,0,59.706413,0,0,1,0,1
11813,595,13,3,3.13,2,2.88,3.22,2,2.94,3.82,3,3.56,3,0,150,0,0,0,0,0,0,0,0,3.82,2.82,0,0,0,0,0,0,1,0,1
11814,595,14,3,3.13,2,2.88,3.22,2,2.94,3.82,3,3.56,3,0,750,0,0,0,0,0,0,0,0,3.82,2,0,0,0,0,0,0,0,0,1
11815,595,15,3,3.13,2,2.88,3.22,2,2.94,3.82,3,3.56,3,0,500,0,0,0,0,0,0,0,0,3.82,3,0,0,0,0,0,0,0,0,1
11816,595,16,3,3.13,2,2.88,3.22,2,2.94,3.82,3,3.56,3,0,75,0,0,0,0,0,0,0,0,3.82,3.55,0,0,0,0,0,0,0,0,1
11833,596,13,4,3.96,2,3,3.87,2,2.98,3.77,3,3.21,2.85,0,250,0,0,0,0,0,0,0,0,3.77,2.77,0,0,0,0,0,0,0,0,1
11834,596,14,4,3.96,2,3,3.87,2,2.98,3.77,3,3.21,2.85,0,250,0,0,0,0,0,0,0,0,3.77,2,0,0,0,0,0,0,0,0,1
11835,596,15,4,3.96,2,3,3.87,2,2.98,3.77,3,3.21,2.85,0,75,0,0,0,0,0,0,0,0,3.77,3,0,0,0,0,0,0,0,0,1
11836,596,16,4,3.96,2,3,3.87,2,2.98,3.77,3,3.21,2.85,0,20,0,0,0,0,0,0,0,0,3.77,3.55,0,0,0,0,0,0,0,0,1
11837,596,17,4,3.96,2,3,3.87,2,2.98,3.77,3,3.21,2.85,0,100,0,0,0,0,0,0,0,0,0,0,3.21,2.21,0,0,0,0,0,0,1
11838,596,18,4,3.96,2,3,3.87,2,2.98,3.77,3,3.21,2.85,0,750,0,0,0,0,0,0,0,0,0,0,3.21,2,0,0,0,0,0,0,1
